consumer,resource,NA,NA,NA,NA
Hydropsyche_pellucidula,species,NA,0.009010755,streams,2
Hydropsyche_pellucidula,species,NA,0.009010755,streams,3
Hydropsyche_siltalai,species,NA,0.005259685,streams,2
Hydropsyche_siltalai,species,NA,0.005259685,streams,3
Limnephilus_lunatus,species,NA,0.001234281,streams,2
Microtendipes_pedellus,species,NA,5.65952e-4,streams,2
Paratanytarsus_penicillatus,species,NA,9.17e-5,streams,2
Perca_fluviatilis,species,NA,30.55513463,streams,2
Perca_fluviatilis,species,NA,30.55513463,streams,3
Phaenopsectra_flavipes,species,NA,7.3e-5,streams,2
Phoxinus_phoxinus,species,NA,2.272261779,streams,2
Phoxinus_phoxinus,species,NA,2.272261779,streams,3
Polycentropus_flavomaculatus,species,NA,4.22411e-4,streams,2
Polycentropus_flavomaculatus,species,NA,4.22411e-4,streams,3
Polycentropus_flavomaculatus,species,NA,4.22411e-4,streams,NA
Polypedilum_convictum,species,NA,1.18642e-4,streams,2
Polypedilum_nubeculosum,species,NA,3.5e-5,streams,2
Potthastia_longimana,species,NA,3.54e-5,streams,2
Procladius,genus,NA,4.27011e-4,streams,2
Procladius,genus,NA,4.27011e-4,streams,3
Procladius,genus,NA,4.27011e-4,streams,NA
Salmo_trutta,species,NA,62.01735739,streams,2
Salmo_trutta,species,NA,62.01735739,streams,3
Serratella_ignita,species,NA,2.28106e-4,streams,2
Sialis_lutaria,species,NA,0.006001646,streams,2
Sialis_lutaria,species,NA,0.006001646,streams,NA
Simulium_equinum,species,NA,1.62885e-4,streams,2
Simulium_erythrocephalum,species,NA,5.19977e-4,streams,2
Simulium_intermedium,species,NA,4.72497e-4,streams,2
Simulium_lundstromi,species,NA,5.19977e-4,streams,2
Squalius_cephalus,species,NA,5.013301465,streams,2
Squalius_cephalus,species,NA,5.013301465,streams,3
Tanytarsini,NA,NA,9.86e-5,streams,2
Thienemannimyia,NA,NA,5.82107e-4,streams,2
Thienemannimyia,NA,NA,5.82107e-4,streams,3
Thienemannimyia,NA,NA,5.82107e-4,streams,NA
